S no,name,latitude,longitude,delivery_review_number,location
959,Blue Tokai Coffee Roasters,12.9202917,77.6860853,210,"Bellandur, Bangalore"
960,Flavors Of India,12.9301241,77.6856335,201,"Bellandur, Bangalore"
961,Starbucks Coffee,12.92405574,77.67168425,"1,300","Bellandur, Bangalore"
962,Spice Darbar,12.99098427,77.68788546,4,"Iris Inn, Bangalore"
963,Mirch Masala,12.9716691,77.6816725,762,"Kaggadasapura, Bangalore"
964,Wah Parantha,12.92634,77.66978,"1,394","Bellandur, Bangalore"
965,Dindigul Thalappakatti,12.94828485,77.69951686,"6,799","Marathahalli, Bangalore"
966,Taste Indies,12.9192549,77.696694,987,"Sarjapur Road, Bangalore"
967,Chai Point,12.9482,77.6994,"4,647","Marathahalli, Bangalore"
968,Ritomi's Lov,12.92716865,77.67785735,"2,389","Bellandur, Bangalore"
969,Subway,12.98613,77.69434,"1,524","Bagmane World Technology Center, Bangalore"
970,Hotel Salala,12.95896872,77.65535731,"1,445","Old Airport Road, Bangalore"
971,Odia Snack Bar,12.92294827,77.67358668,609,"Bellandur, Bangalore"
972,Chai Resto,12.92453971,77.67298914,0,"Bellandur, Bangalore"
973,Ande Ka Funda,12.94872694,77.70387545,16.1K,"Marathahalli, Bangalore"
974,Iyer Idly,12.97268476,77.68008895,"1,798","Thippasandra, Bangalore"
975,Chianti,12.9204853,77.6838051,128,"RMZ Ecoworld, Bellandur, Bangalore"
976,1By2 Cafe,12.92135997,77.68102707,49,"Bellandur, Bangalore"
977,Motis Kitchen,12.97254427,77.65337247,29.8K,"Thippasandra, Bangalore"
978,Vaishnavi Vaibhava,12.98507,77.66747,0,"CV Raman Nagar, Bangalore"
979,Champaran Meat House,12.936204,77.703739,393,"Kadubeesanahalli, Bangalore"
980,Lets Talk Over Table,12.96802734,77.65165921,617,"Jeevan Bhima Nagar, Bangalore"
981,Shree Murugan Idly Shop,12.9684607,77.6826632,0,"Kaggadasapura, Bangalore"
982,Some Whispers,12.93276729,77.70314977,79,"Kadubeesanahalli, Bangalore"
983,The Odisha Cafe,12.9755653,77.6794355,48,"Kaggadasapura, Bangalore"
984,Truly North Indian,12.92787744,77.67215967,635,"Bellandur, Bangalore"
985,Kairali Restaurant,12.92810978,77.67938454,"9,435","Bellandur, Bangalore"
986,Wooden Fork,12.92496,77.69661,4,"Kadubeesanahalli, Bangalore"
987,Ghar Ki Rasoi,12.9317825,77.6862984,0,"Bellandur, Bangalore"
988,Cremee Fresh Cakes n' Snacks,12.97313629,77.67617762,245,"Kaggadasapura, Bangalore"
989,The Salad Studio,12.92719807,77.6698057,"4,766","Bellandur, Bangalore"
990,Sri Guru Raghavendra Dosa Camp,12.95853972,77.66086422,5,"Old Airport Road, Bangalore"
991,Udupi Nalapaka,12.93167456,77.68608905,11.7K,"Bellandur, Bangalore"
992,Udupi Aatithya,12.92558868,77.67642874,14.4K,"Bellandur, Bangalore"
993,Belz,12.92669,77.67023,0,"Bellandur, Bangalore"
994,Udupi Kitchen,12.92591578,77.66967561,"1,314","Bellandur, Bangalore"
995,Chaayos Chai+Snacks=Relax,12.92021471,77.68457964,909,"RMZ Ecoworld, Bellandur, Bangalore"
996,Atithi Aramane Veg,12.93061353,77.68490519,"4,583","Bellandur, Bangalore"
997,Vishal Sweets & Restaurant,12.94907003,77.70283844,"9,137","Marathahalli, Bangalore"
998,Udupi Vaibhav Veg,12.9501875,77.6896875,"1,258","Marathahalli, Bangalore"
999,Kerala Panoor Restaurant,12.9306253,77.68497191,23.7K,"Bellandur, Bangalore"
